date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:30:30	43883/43883	---MCZ	200	added ('OK')	text/css	etag:W/%226317eab8-ab6b%22	https://shakir.local/wp-content/themes/apex-business/assets/css/main.css?ver=0.1.6	D:/website/nmpc-v2/shakir.local/wp-content/themes/apex-business/assets/css/main44b2.css	(from https://shakir.local/)
00:30:30	1529/1529	---MCZ	200	added ('OK')	text/css	etag:W/%226317eab8-5f9%22	https://shakir.local/wp-content/themes/apex-business/style.css?ver=0.1.6	D:/website/nmpc-v2/shakir.local/wp-content/themes/apex-business/style44b2.css	(from https://shakir.local/)
00:30:30	118453/118453	---M--	200	added ('OK')	image/jpeg	etag:%226317eab8-1ceb5%22	https://shakir.local/wp-content/themes/apex-business/assets/images/banner.jpg	D:/website/nmpc-v2/shakir.local/wp-content/themes/apex-business/assets/images/banner.jpg	(from https://shakir.local/)
00:30:30	16636/16636	---MCZ	200	added ('OK')	text/css	etag:W/%226317eab4-40fc%22	https://shakir.local/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.9.1	D:/website/nmpc-v2/shakir.local/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min74e5.css	(from https://shakir.local/)
00:30:30	18468/18468	---MCZ	200	added ('OK')	text/css	etag:W/%226317eab4-4824%22	https://shakir.local/wp-content/plugins/elementor/assets/lib/animations/animations.min.css?ver=3.0.8.1	D:/website/nmpc-v2/shakir.local/wp-content/plugins/elementor/assets/lib/animations/animations.minb1df.css	(from https://shakir.local/)
00:30:31	3856/3856	---MCZ	200	added ('OK')	text/css	etag:W/%226317eab4-f10%22	https://shakir.local/wp-content/plugins/elementor/assets/css/frontend-legacy.min.css?ver=3.0.8.1	D:/website/nmpc-v2/shakir.local/wp-content/plugins/elementor/assets/css/frontend-legacy.minb1df.css	(from https://shakir.local/)
00:30:31	112505/112505	---MCZ	200	added ('OK')	text/css	etag:W/%226317eab4-1b779%22	https://shakir.local/wp-content/plugins/elementor/assets/css/frontend.min.css?ver=3.0.8.1	D:/website/nmpc-v2/shakir.local/wp-content/plugins/elementor/assets/css/frontend.minb1df.css	(from https://shakir.local/)
00:30:31	1078/1078	---MCZ	200	added ('OK')	text/css	etag:W/%226317eaba-436%22	https://shakir.local/wp-content/uploads/elementor/css/post-239.css?ver=1632248952	D:/website/nmpc-v2/shakir.local/wp-content/uploads/elementor/css/post-2395b72.css	(from https://shakir.local/)
00:30:31	196189/196189	---MCZ	200	added ('OK')	text/css	etag:W/%226317eab4-2fe5d%22	https://shakir.local/wp-content/plugins/elementor-pro/assets/css/frontend.min.css?ver=2.5.9	D:/website/nmpc-v2/shakir.local/wp-content/plugins/elementor-pro/assets/css/frontend.min337d.css	(from https://shakir.local/)
00:30:32	36412/36412	---MCZ	200	added ('OK')	text/css	etag:W/%226317eaba-8e3c%22	https://shakir.local/wp-content/uploads/elementor/css/global.css?ver=1632248952	D:/website/nmpc-v2/shakir.local/wp-content/uploads/elementor/css/global5b72.css	(from https://shakir.local/)
00:30:32	61839/61839	---MCZ	200	added ('OK')	text/css	etag:W/%226317eaba-f18f%22	https://shakir.local/wp-content/uploads/elementor/css/post-7.css?ver=1632248990	D:/website/nmpc-v2/shakir.local/wp-content/uploads/elementor/css/post-7f414.css	(from https://shakir.local/)
00:30:32	55753/55753	---MCZ	200	added ('OK')	text/css	etag:W/%226317eab4-d9c9%22	https://shakir.local/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min.css?ver=5.12.0	D:/website/nmpc-v2/shakir.local/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.minb683.css	(from https://shakir.local/)
00:30:32	668/668	---MCZ	200	added ('OK')	text/css	etag:W/%226317eab4-29c%22	https://shakir.local/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.12.0	D:/website/nmpc-v2/shakir.local/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.minb683.css	(from https://shakir.local/)
00:30:32	676/676	---MCZ	200	added ('OK')	text/css	etag:W/%226317eab4-2a4%22	https://shakir.local/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min.css?ver=5.12.0	D:/website/nmpc-v2/shakir.local/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.minb683.css	(from https://shakir.local/)
00:30:33	87553/87553	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2264ecd5ef-15601%22	https://shakir.local/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	D:/website/nmpc-v2/shakir.local/wp-includes/js/jquery/jquery.minf43b.js	(from https://shakir.local/)
00:30:33	13577/13577	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%226482bd64-3509%22	https://shakir.local/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	D:/website/nmpc-v2/shakir.local/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://shakir.local/)
00:30:33	27551/27551	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%226317eab4-6b9f%22	https://shakir.local/wp-content/plugins/photo-gallery/js/jquery.sumoselect.min.js?ver=3.0.3	D:/website/nmpc-v2/shakir.local/wp-content/plugins/photo-gallery/js/jquery.sumoselect.min19ce.js	(from https://shakir.local/)
00:30:33	6418/6418	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%226317eab4-1912%22	https://shakir.local/wp-content/plugins/photo-gallery/js/jquery.mobile.min.js?ver=1.3.2	D:/website/nmpc-v2/shakir.local/wp-content/plugins/photo-gallery/js/jquery.mobile.min9e1e.js	(from https://shakir.local/)
00:30:33	25168/25168	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%226317eab4-6250%22	https://shakir.local/wp-content/plugins/photo-gallery/js/jquery.mCustomScrollbar.concat.min.js?ver=1.5.62	D:/website/nmpc-v2/shakir.local/wp-content/plugins/photo-gallery/js/jquery.mCustomScrollbar.concat.min272d.js	(from https://shakir.local/)
00:30:34	7628/7628	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%226317eab4-1dcc%22	https://shakir.local/wp-content/plugins/photo-gallery/js/jquery.fullscreen-0.4.1.min.js?ver=0.4.1	D:/website/nmpc-v2/shakir.local/wp-content/plugins/photo-gallery/js/jquery.fullscreen-0.4.1.min31ec.js	(from https://shakir.local/)
00:30:34	160791/160791	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%226317eab4-27417%22	https://shakir.local/wp-content/plugins/photo-gallery/js/scripts.min.js?ver=1.5.62	D:/website/nmpc-v2/shakir.local/wp-content/plugins/photo-gallery/js/scripts.min272d.js	(from https://shakir.local/)
00:30:35	95743/95743	---MCZ	200	added ('OK')	application/json	date:Tue,%2024%20Jun%202025%2019:00:35%20GMT	https://shakir.local/wp-json/wp/v2/pages/7	D:/website/nmpc-v2/shakir.local/wp-json/wp/v2/pages/7.json	(from https://shakir.local/)
00:30:35	190696/190696	---MCZ	200	added ('OK')	application/json	date:Tue,%2024%20Jun%202025%2019:00:35%20GMT	https://shakir.local/wp-json/	D:/website/nmpc-v2/shakir.local/wp-json/index.html	(from https://shakir.local/)
00:30:36	1976/1976	---MCZ	200	added ('OK')	application/json	date:Tue,%2024%20Jun%202025%2019:00:36%20GMT	https://shakir.local/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fshakir.local%2F	D:/website/nmpc-v2/shakir.local/wp-json/oembed/1.0/embed44d6.json	(from https://shakir.local/)
00:30:36	2121/2121	---MCZ	200	added ('OK')	text/xml	date:Tue,%2024%20Jun%202025%2019:00:36%20GMT	https://shakir.local/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fshakir.local%2F&format=xml	D:/website/nmpc-v2/shakir.local/wp-json/oembed/1.0/embed514e	(from https://shakir.local/)
00:30:36	1030/1030	---M--	200	added ('OK')	image/png	etag:%226317eab8-406%22	https://shakir.local/wp-content/uploads/2020/05/cropped-logo-02-1-32x32.png	D:/website/nmpc-v2/shakir.local/wp-content/uploads/2020/05/cropped-logo-02-1-32x32.png	(from https://shakir.local/)
00:30:36	9630/9630	---M--	200	added ('OK')	image/png	etag:%226317eab8-259e%22	https://shakir.local/wp-content/uploads/2020/05/cropped-logo-02-1-192x192.png	D:/website/nmpc-v2/shakir.local/wp-content/uploads/2020/05/cropped-logo-02-1-192x192.png	(from https://shakir.local/)
00:30:36	8857/8857	---M--	200	added ('OK')	image/png	etag:%226317eab8-2299%22	https://shakir.local/wp-content/uploads/2020/05/cropped-logo-02-1-180x180.png	D:/website/nmpc-v2/shakir.local/wp-content/uploads/2020/05/cropped-logo-02-1-180x180.png	(from https://shakir.local/)
00:30:37	45486/45486	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2024%20Jun%202025%2019:00:37%20GMT	https://shakir.local/nmpctrust@gmail.com	D:/website/nmpc-v2/shakir.local/nmpctrust@gmail.com	(from https://shakir.local/)
00:30:37	7965043/7965043	---M--	200	added ('OK')	application/pdf	etag:%226317eab8-798973%22	https://shakir.local/wp-content/uploads/2020/07/nmpc-brochure.pdf	D:/website/nmpc-v2/shakir.local/wp-content/uploads/2020/07/nmpc-brochure.pdf	(from https://shakir.local/)
00:30:37	24368/24368	---M--	200	added ('OK')	image/png	etag:%226317eab8-5f30%22	https://shakir.local/wp-content/uploads/2020/05/nmpc01-02.png	D:/website/nmpc-v2/shakir.local/wp-content/uploads/2020/05/nmpc01-02.png	(from https://shakir.local/)
00:30:37	113176/113176	---M--	200	added ('OK')	image/jpeg	etag:%226317eaba-1ba18%22	https://shakir.local/wp-content/uploads/2020/06/IMG-20191212-WA0033-1024x621.jpg	D:/website/nmpc-v2/shakir.local/wp-content/uploads/2020/06/IMG-20191212-WA0033-1024x621.jpg	(from https://shakir.local/)
00:30:38	142205/142205	---MCZ	200	added ('OK')	text/html	date:Tue,%2024%20Jun%202025%2019:00:38%20GMT	https://shakir.local/ml/home-2/	D:/website/nmpc-v2/shakir.local/ml/home-2/index.html	(from https://shakir.local/)
00:30:38	63948/63948	---M--	200	added ('OK')	image/jpeg	etag:%226317eaba-f9cc%22	https://shakir.local/wp-content/uploads/2020/06/1-e1578726594555.jpg	D:/website/nmpc-v2/shakir.local/wp-content/uploads/2020/06/1-e1578726594555.jpg	(from https://shakir.local/)
00:30:38	118937/118937	---M--	200	added ('OK')	image/jpeg	etag:%226317eaba-1d099%22	https://shakir.local/wp-content/uploads/2020/06/IMG-20190927-WA0073-1024x682.jpg	D:/website/nmpc-v2/shakir.local/wp-content/uploads/2020/06/IMG-20190927-WA0073-1024x682.jpg	(from https://shakir.local/)
00:30:38	150387/150387	---M--	200	added ('OK')	image/jpeg	etag:%226317eaba-24b73%22	https://shakir.local/wp-content/uploads/2020/06/IMG-20191212-WA0013-1024x784.jpg	D:/website/nmpc-v2/shakir.local/wp-content/uploads/2020/06/IMG-20191212-WA0013-1024x784.jpg	(from https://shakir.local/)
00:30:38	127677/127677	---M--	200	added ('OK')	image/jpeg	etag:%226317eaba-1f2bd%22	https://shakir.local/wp-content/uploads/2020/06/PETALS158-1024x683.jpg	D:/website/nmpc-v2/shakir.local/wp-content/uploads/2020/06/PETALS158-1024x683.jpg	(from https://shakir.local/)
00:30:39	81006/81006	---MCZ	200	added ('OK')	text/html	date:Tue,%2024%20Jun%202025%2019:00:38%20GMT	https://shakir.local/about-us/	D:/website/nmpc-v2/shakir.local/about-us/index.html	(from https://shakir.local/)
00:30:39	119600/119600	---M--	200	added ('OK')	image/jpeg	etag:%226317eaba-1d330%22	https://shakir.local/wp-content/uploads/2020/07/ministers-1024x619.jpg	D:/website/nmpc-v2/shakir.local/wp-content/uploads/2020/07/ministers-1024x619.jpg	(from https://shakir.local/)
00:30:39	121917/121917	---M--	200	added ('OK')	image/jpeg	etag:%226317eaba-1dc3d%22	https://shakir.local/wp-content/uploads/2020/07/012-1024x696.jpg	D:/website/nmpc-v2/shakir.local/wp-content/uploads/2020/07/012-1024x696.jpg	(from https://shakir.local/)
00:30:39	768459/768459	---M--	200	added ('OK')	image/jpeg	etag:%226317eaba-bb9cb%22	https://shakir.local/wp-content/uploads/2020/06/IMG_1480-1-min-scaled.jpg	D:/website/nmpc-v2/shakir.local/wp-content/uploads/2020/06/IMG_1480-1-min-scaled.jpg	(from https://shakir.local/)
00:30:39	165550/165550	---M--	200	added ('OK')	image/jpeg	etag:%226317eaba-286ae%22	https://shakir.local/wp-content/uploads/2020/06/IMG_7757.jpg	D:/website/nmpc-v2/shakir.local/wp-content/uploads/2020/06/IMG_7757.jpg	(from https://shakir.local/)
00:30:40	123471/123471	---MCZ	200	added ('OK')	text/html	date:Tue,%2024%20Jun%202025%2019:00:40%20GMT	https://shakir.local/services/	D:/website/nmpc-v2/shakir.local/services/index.html	(from https://shakir.local/)
00:30:40	491284/491284	---M--	200	added ('OK')	image/jpeg	etag:%226317eab8-77f14%22	https://shakir.local/wp-content/uploads/2020/07/IMG_7725.jpg	D:/website/nmpc-v2/shakir.local/wp-content/uploads/2020/07/IMG_7725.jpg	(from https://shakir.local/)
00:30:40	60683/60683	---M--	200	added ('OK')	image/jpeg	etag:%226317eaba-ed0b%22	https://shakir.local/wp-content/uploads/2020/06/DSC_2470-min-2.jpg	D:/website/nmpc-v2/shakir.local/wp-content/uploads/2020/06/DSC_2470-min-2.jpg	(from https://shakir.local/)
00:30:40	968110/968110	---M--	200	added ('OK')	image/jpeg	etag:%226317eaba-ec5ae%22	https://shakir.local/wp-content/uploads/2020/07/IMG_0876-scaled.jpg	D:/website/nmpc-v2/shakir.local/wp-content/uploads/2020/07/IMG_0876-scaled.jpg	(from https://shakir.local/)
00:30:40	196714/196714	---M--	200	added ('OK')	image/jpeg	etag:%226317eaba-3006a%22	https://shakir.local/wp-content/uploads/2020/07/bulding.jpg	D:/website/nmpc-v2/shakir.local/wp-content/uploads/2020/07/bulding.jpg	(from https://shakir.local/)
00:30:41	95942/95942	---MCZ	200	added ('OK')	text/html	date:Tue,%2024%20Jun%202025%2019:00:41%20GMT	https://shakir.local/photo-gallery/	D:/website/nmpc-v2/shakir.local/photo-gallery/index.html	(from https://shakir.local/)
00:30:41	16848/16848	---M--	200	added ('OK')	image/jpeg	etag:%226317eaba-41d0%22	https://shakir.local/wp-content/uploads/2020/06/vs.jpg	D:/website/nmpc-v2/shakir.local/wp-content/uploads/2020/06/vs.jpg	(from https://shakir.local/)
00:30:41	57541/57541	---M--	200	added ('OK')	image/png	etag:%22685aed5e-e0c5%22	https://shakir.local/wp-content/uploads/elementor/thumbs/Asiane-News-Digital-logo-pue0j3l9h7ies04qhmh7s9x539l7mpcy2h0wth61sw.png	D:/website/nmpc-v2/shakir.local/wp-content/uploads/elementor/thumbs/Asiane-News-Digital-logo-pue0j3l9h7ies04qhmh7s9x539l7mpcy2h0wth61sw.png	(from https://shakir.local/)
00:30:41	70252/70252	---MCZ	200	added ('OK')	text/html	date:Tue,%2024%20Jun%202025%2019:00:41%20GMT	https://shakir.local/video-gallery/	D:/website/nmpc-v2/shakir.local/video-gallery/index.html	(from https://shakir.local/)
00:30:41	42726/42726	---M--	200	added ('OK')	image/jpeg	etag:%226317eaba-a6e6%22	https://shakir.local/wp-content/uploads/2020/06/image.jpg	D:/website/nmpc-v2/shakir.local/wp-content/uploads/2020/06/image.jpg	(from https://shakir.local/)
00:30:42	101696/101696	---MCZ	200	added ('OK')	text/html	date:Tue,%2024%20Jun%202025%2019:00:41%20GMT	https://shakir.local/newspaper-articles/	D:/website/nmpc-v2/shakir.local/newspaper-articles/index.html	(from https://shakir.local/)
00:30:42	112529/112529	---M--	200	added ('OK')	image/jpeg	etag:%226317eab8-1b791%22	https://shakir.local/wp-content/uploads/2020/05/dress-1.jpg	D:/website/nmpc-v2/shakir.local/wp-content/uploads/2020/05/dress-1.jpg	(from https://shakir.local/)
00:30:42	50370/50370	---M--	200	added ('OK')	image/jpeg	etag:%226317eab8-c4c2%22	https://shakir.local/wp-content/uploads/2020/05/medic.jpg	D:/website/nmpc-v2/shakir.local/wp-content/uploads/2020/05/medic.jpg	(from https://shakir.local/)
00:30:42	58136/58136	---M--	200	added ('OK')	image/jpeg	etag:%226317eab8-e318%22	https://shakir.local/wp-content/uploads/2020/05/rice.jpg	D:/website/nmpc-v2/shakir.local/wp-content/uploads/2020/05/rice.jpg	(from https://shakir.local/)
00:30:43	66587/66587	---MCZ	200	added ('OK')	text/html	date:Tue,%2024%20Jun%202025%2019:00:42%20GMT	https://shakir.local/contact/	D:/website/nmpc-v2/shakir.local/contact/index.html	(from https://shakir.local/)
00:30:43	25618/25618	---M--	200	added ('OK')	image/jpeg	etag:%226317eab8-6412%22	https://shakir.local/wp-content/uploads/2020/05/slipers.jpg	D:/website/nmpc-v2/shakir.local/wp-content/uploads/2020/05/slipers.jpg	(from https://shakir.local/)
00:30:43	89994/89994	---MCZ	200	added ('OK')	text/html	date:Tue,%2024%20Jun%202025%2019:00:43%20GMT	https://shakir.local/blog/	D:/website/nmpc-v2/shakir.local/blog/index.html	(from https://shakir.local/)
00:30:44	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2024%20Jun%202025%2019:00:43%20GMT	https://shakir.local/donate	D:/website/nmpc-v2/shakir.local/donate	(from https://shakir.local/)
00:30:44	67179/67179	---MCZ	200	added ('OK')	text/html	date:Tue,%2024%20Jun%202025%2019:00:44%20GMT	https://shakir.local/downloads/	D:/website/nmpc-v2/shakir.local/downloads/index.html	(from https://shakir.local/)
00:30:44	14105/14105	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%226317eab4-3719%22	https://shakir.local/wp-content/plugins/contact-form-7/includes/js/scripts.js?ver=5.2.2	D:/website/nmpc-v2/shakir.local/wp-content/plugins/contact-form-7/includes/js/scriptsbb49.js	(from https://shakir.local/)
00:30:44	77162/77162	---MCZ	200	added ('OK')	text/html	date:Tue,%2024%20Jun%202025%2019:00:44%20GMT	https://shakir.local/donate/	D:/website/nmpc-v2/shakir.local/donate/index.html	(from https://shakir.local/)
00:30:45	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2024%20Jun%202025%2019:00:44%20GMT	https://shakir.local/home/dress-2/	D:/website/nmpc-v2/shakir.local/home/dress-2/index.html	(from https://shakir.local/)
00:30:45	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2024%20Jun%202025%2019:00:45%20GMT	https://shakir.local/home/medic/	D:/website/nmpc-v2/shakir.local/home/medic/index.html	(from https://shakir.local/)
00:30:45	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2024%20Jun%202025%2019:00:45%20GMT	https://shakir.local/home/rice/	D:/website/nmpc-v2/shakir.local/home/rice/index.html	(from https://shakir.local/)
00:30:45	1017/1017	---MC-	200	added ('OK')	text/javascript	date:Tue,%2024%20Jun%202025%2019:00:44%20GMT	https://www.google.com/recaptcha/api.js?render=6LfuinQbAAAAACWm8-2nu4DzY-DddGqU4tZyKNxw&ver=3.0	D:/website/nmpc-v2/www.google.com/recaptcha/api6e5b.js	(from https://shakir.local/)
00:30:45	1267/1267	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%226317eab4-4f3%22	https://shakir.local/wp-content/plugins/contact-form-7/modules/recaptcha/script.js?ver=5.2.2	D:/website/nmpc-v2/shakir.local/wp-content/plugins/contact-form-7/modules/recaptcha/scriptbb49.js	(from https://shakir.local/)
00:30:45	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2024%20Jun%202025%2019:00:45%20GMT	https://shakir.local/home/slipers/	D:/website/nmpc-v2/shakir.local/home/slipers/index.html	(from https://shakir.local/)
00:30:45	1106/1106	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%226317eab8-452%22	https://shakir.local/wp-content/themes/apex-business/assets/js/jquery.offscreen.js?ver=1.9.0	D:/website/nmpc-v2/shakir.local/wp-content/themes/apex-business/assets/js/jquery.offscreen8162.js	(from https://shakir.local/)
00:30:45	13000/13000	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%226317eab8-32c8%22	https://shakir.local/wp-content/themes/apex-business/assets/js/jquery-custom.js?ver=0.1.6	D:/website/nmpc-v2/shakir.local/wp-content/themes/apex-business/assets/js/jquery-custom44b2.js	(from https://shakir.local/)
00:30:46	5520/5520	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2264d67b72-1590%22	https://shakir.local/wp-includes/js/imagesloaded.min.js?ver=5.0.0	D:/website/nmpc-v2/shakir.local/wp-includes/js/imagesloaded.minbb93.js	(from https://shakir.local/)
00:30:46	42863/42863	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%226317eab4-a76f%22	https://shakir.local/wp-content/plugins/elementor/assets/lib/slick/slick.min.js?ver=1.8.1	D:/website/nmpc-v2/shakir.local/wp-content/plugins/elementor/assets/lib/slick/slick.minc245.js	(from https://shakir.local/)
00:30:46	1801/1801	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%226317eab4-709%22	https://shakir.local/wp-content/plugins/elementor/assets/lib/jquery-numerator/jquery-numerator.min.js?ver=0.2.1	D:/website/nmpc-v2/shakir.local/wp-content/plugins/elementor/assets/lib/jquery-numerator/jquery-numerator.min3958.js	(from https://shakir.local/)
00:30:46	64123/64123	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%226317eab8-fa7b%22	https://shakir.local/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=3.0.8.1	D:/website/nmpc-v2/shakir.local/wp-content/plugins/elementor/assets/js/frontend-modules.minb1df.js	(from https://shakir.local/)
00:30:46	6431/6431	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%226317eab4-191f%22	https://shakir.local/wp-content/plugins/elementor-pro/assets/lib/sticky/jquery.sticky.min.js?ver=2.5.9	D:/website/nmpc-v2/shakir.local/wp-content/plugins/elementor-pro/assets/lib/sticky/jquery.sticky.min337d.js	(from https://shakir.local/)
00:30:47	102616/102616	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%226317eab4-190d8%22	https://shakir.local/wp-content/plugins/elementor-pro/assets/js/frontend.min.js?ver=2.5.9	D:/website/nmpc-v2/shakir.local/wp-content/plugins/elementor-pro/assets/js/frontend.min337d.js	(from https://shakir.local/)
00:30:47	21464/21464	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%22667d613a-53d8%22	https://shakir.local/wp-includes/js/jquery/ui/core.min.js?ver=1.13.3	D:/website/nmpc-v2/shakir.local/wp-includes/js/jquery/ui/core.minb37e.js	(from https://shakir.local/)
00:30:47	10863/10863	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%226317eab4-2a6f%22	https://shakir.local/wp-content/plugins/elementor/assets/lib/dialog/dialog.min.js?ver=4.8.1	D:/website/nmpc-v2/shakir.local/wp-content/plugins/elementor/assets/lib/dialog/dialog.mina288.js	(from https://shakir.local/)
00:30:47	12198/12198	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%226317eab4-2fa6%22	https://shakir.local/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min.js?ver=4.0.2	D:/website/nmpc-v2/shakir.local/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min05da.js	(from https://shakir.local/)
00:30:47	139153/139153	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%226317eab4-21f91%22	https://shakir.local/wp-content/plugins/elementor/assets/lib/swiper/swiper.min.js?ver=5.3.6	D:/website/nmpc-v2/shakir.local/wp-content/plugins/elementor/assets/lib/swiper/swiper.min48f5.js	(from https://shakir.local/)
00:30:48	2639/2639	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%226317eab4-a4f%22	https://shakir.local/wp-content/plugins/elementor/assets/lib/share-link/share-link.min.js?ver=3.0.8.1	D:/website/nmpc-v2/shakir.local/wp-content/plugins/elementor/assets/lib/share-link/share-link.minb1df.js	(from https://shakir.local/)
